,SOL,BTC,ETH,USDC
2022-02-06,91.29048095881677,98.94787049536059,87.32925442092917,97.70739372027768
2022-02-07,92.26170498615983,99.55538008918336,87.78422734898294,98.40394623120186
2022-02-08,91.02535252224565,100.03773326716082,88.31632700696834,97.01772704985511
2022-02-09,94.44021324482954,101.0057642409217,86.22975928789984,98.31107737118577
2022-02-10,92.6181183918366,102.61596703223528,88.2451135975541,96.71709632872722
2022-02-11,94.42116370339936,103.48364850544274,89.71361846432833,100.40548594037288
2022-02-12,93.97665130670052,101.94435786917961,88.13553002486243,98.78733047561879
2022-02-13,93.85053142774666,102.66031712092317,88.64088293590648,100.44139244144226
2022-02-14,93.89370622327836,105.66525457048812,88.189422805029,105.9258322953013
2022-02-15,95.08740948741391,103.87495219328733,86.3182328637851,106.96914330464354
2022-02-16,94.68145702184184,105.37906252752198,87.15247721991473,106.83472820541017
2022-02-17,93.09688005277302,102.20747473183121,86.39161003159127,108.68595779959105
2022-02-18,93.51412862113035,99.68143993182423,86.70811593381849,109.5452667606041
2022-02-19,91.87976828742148,100.00784701809702,86.82640092315273,107.06303609045015
2022-02-20,92.55561263637834,101.14950564996366,88.72451503254248,109.34091364025231
2022-02-21,90.0239031116728,99.2725247676222,89.65618502170388,110.48633832874569
2022-02-22,90.96923995249327,106.94178691915613,90.69779356378505,113.01772538672128
2022-02-23,92.72313010725006,108.35639416450289,90.14404862514981,114.75586843057226
2022-02-24,91.3084992749169,107.86484923738762,89.2870247297472,114.96673036360406
2022-02-25,95.55372097590765,103.85817663753247,90.53036474647335,111.28155029535347
2022-02-26,94.67093480363718,106.14087674184765,90.6648566909151,108.90514441119865
2022-02-27,93.3354995741149,107.60476693527028,89.35861794232407,109.39839451923028
2022-02-28,93.4392360829084,106.22398181787602,93.20808728126704,110.80726866406994
2022-03-01,89.67336840499993,106.64134500907822,91.99305188732943,112.71854630874223
2022-03-02,88.26994299575937,106.41796030928832,92.9405569168607,114.69282335692597
2022-03-03,86.16859507578197,105.72730511656758,92.07631139375707,113.2171184362875
2022-03-04,89.2283630259092,106.60480307601887,89.7727757838209,115.318115555332
2022-03-05,93.0333391694089,108.82743915231178,87.06276915325245,114.22435996303068
2022-03-06,95.40924533003847,107.30892752595071,87.85298467545157,116.01684641419396
2022-03-07,93.65957244377086,107.20263726906406,82.17545507326406,113.66312531041123
2022-03-08,93.20519585681167,104.54876483958553,84.87477299962516,110.43477116237842
2022-03-09,92.40354824461699,104.84304990994696,87.33830281902327,107.28547595488646
2022-03-10,94.57163811203871,104.88547582647311,85.64130448389274,108.2984728736123
2022-03-11,94.96706046951044,103.64737226644081,85.77799157707433,107.48555508583568
2022-03-12,95.2016620534206,105.04066383111635,88.51605391731803,104.84610647714776
2022-03-13,99.28206883548516,100.96069999751323,88.2650487749812,106.1007310679116
2022-03-14,99.85987432834588,99.72352854932868,87.91530337315731,105.07579602243587
2022-03-15,98.70276849197145,101.43797963459546,88.5606289289826,103.64065063576842
2022-03-16,100.49836901047576,102.08170408133044,90.01809266430686,104.96648162261575
2022-03-17,98.85221575396804,100.95843571859953,91.38149518270833,106.26884330393254
2022-03-18,98.83066281959593,101.21553118745948,93.73487005213698,105.03278492812764
2022-03-19,99.93182888831784,100.826473559331,93.34553064020147,107.36194334068878
2022-03-20,101.60152256106933,102.48710501013247,95.80141198619667,107.4285159944632
2022-03-21,103.00759206955381,101.87163559785158,96.44168415433006,107.17038019370794
2022-03-22,103.22802000385498,103.10460231734734,94.88276087714208,111.67665306670042
2022-03-23,101.17168196022222,100.6214545566162,97.09943257090801,113.46719319770473
2022-03-24,102.45478132933172,101.90607962965332,97.09506936353698,111.4537079340069
2022-03-25,102.63060307426768,100.54632293966914,99.00807474048868,111.14819686664413
2022-03-26,100.95670369202388,99.9201489117955,99.84554732118916,109.91728715454512
2022-03-27,99.31672181586751,100.4271181907813,100.35469285800833,108.82483424040991
2022-03-28,98.40094555295643,100.91328574412302,97.46832261011082,105.7832589683398
2022-03-29,97.00671392810108,100.5026753330325,98.09388905274545,108.92577539549595
2022-03-30,98.69009010519953,100.20129086509597,98.0762003547918,106.76353478257651
2022-03-31,98.6732868620362,99.6428517584858,98.72883579850131,105.01852549722959
2022-04-01,99.71793407101896,102.71730985469307,98.53382630889266,105.8832726569247
2022-04-02,101.11427231913233,101.91360756604915,98.99514686775117,105.93111580356376
2022-04-03,101.3320241261509,100.3583859724311,99.06347366313508,107.00737231992244
2022-04-04,104.29323691248807,102.30387508595263,103.34932103130012,105.38653686717147
2022-04-05,106.1336384164538,102.6994678140311,107.8962838223143,103.70393903355986
2022-04-06,104.37241045676883,101.488861593619,103.33465396149617,102.63422248706718
2022-04-07,102.80863482400375,101.81442524954221,104.06162560221259,106.5059360382812
2022-04-08,104.7834320971305,100.66004585207958,102.21262810402527,107.5750834618184
2022-04-09,102.03761745154544,104.36727232819183,104.64414411825112,106.58716627984242
2022-04-10,98.56194166058759,107.21414511810022,104.42535446559683,109.2471903744627
2022-04-11,95.43865633115736,105.95035833330122,104.45719104052557,109.37168976995603
2022-04-12,94.59867118524303,107.29137187536968,102.24766985571796,109.08211841060293
2022-04-13,94.84518705766678,108.41672711478734,103.7233386520741,106.65036799765693
2022-04-14,91.95408918525357,111.20884124702349,104.43345769587229,105.0751707799555
2022-04-15,94.82517534503222,111.48836385610052,106.91750603906729,105.2380761334109
2022-04-16,98.75235604647814,115.4246630995474,106.40651702330463,107.30404890274848
2022-04-17,100.04675442883276,118.6072247608789,104.37431543402124,108.79783170079851
2022-04-18,102.1846024740646,114.45896201459071,101.92515435228869,104.38231048164275
2022-04-19,101.65445478892914,116.12443664299393,105.00809887170189,104.557870631236
2022-04-20,104.98590618680339,112.94239144341496,101.45172145931369,104.46262322306035
2022-04-21,105.81333255187944,112.89112746095591,97.27710060227548,104.29732148551997
2022-04-22,103.07388991717572,114.4257074677896,98.00978831171955,102.35764206517058
2022-04-23,102.03517945376635,112.02456747725131,97.90652696827561,104.33343590884685
2022-04-24,100.0440118090551,113.1762842485328,96.88779463740298,102.69983965945444
2022-04-25,99.84986567951249,110.85562191841758,95.83433499237809,100.25994227737674
2022-04-26,103.79338646502568,110.95597630249883,94.51234728466311,100.70906653580683
2022-04-27,103.58096696887023,110.48780954477171,95.69217648302363,102.2549662365648
2022-04-28,102.50268672531213,109.23748918458558,95.18490900740443,97.56775981022669
2022-04-29,99.41696416710657,112.24561494255569,98.33546803180067,97.1013155923582
2022-04-30,100.5832384186682,112.9667933654983,104.41039883167853,99.29497979156658
2022-05-01,100.34602775431492,110.83049993405771,101.07668689144936,99.71889713975999
2022-05-02,98.84816110229987,107.70008424068895,99.78983332936599,97.5818254367052
2022-05-03,102.20334769744133,109.62067777940501,99.79387952506826,100.48965481413738
2022-05-04,102.38193436792626,107.75431075675495,102.85380751434884,101.59285043041508
2022-05-05,100.27850540088714,107.36566535756127,101.07316485005799,98.80351767563961
2022-05-06,102.15607510601394,111.48725425161028,98.26622646417664,99.9357451977387
2022-05-07,100.84716449786757,110.42338627221685,97.1216333991643,98.22886111853983
2022-05-08,100.96519930266827,108.61034443592328,97.66640189951795,98.14981024524478
2022-05-09,100.50288359903179,106.66065046617315,96.55931156838973,99.65227031680824
2022-05-10,101.52985661176295,104.59664903072974,96.77045261127833,101.16974942548791
2022-05-11,98.16027300670184,105.75424146732857,95.50735868051706,102.34452986185474
2022-05-12,96.68147051768162,101.95791356574735,92.41761456459976,102.46342339301695
2022-05-13,97.20301387964443,100.13426042249122,93.61644192189563,99.07901540537043
2022-05-14,97.09399137071877,97.72900304411833,92.4147136677069,99.19275548216257
2022-05-15,95.44259081171029,96.99690424567378,94.29312184702894,98.06812415019385
2022-05-16,97.05689173580079,94.82474227438477,95.31111826946295,100.91517638425793
2022-05-17,92.27850046098311,93.33239947844629,96.43020828839116,100.52555220060401
2022-05-18,92.98193185401503,92.22363822382947,96.61649175488203,100.2326665099871
2022-05-19,95.17218088193769,92.7113552676585,97.2881747495693,99.42704251151912
2022-05-20,94.26308436298237,91.92783642221445,98.07514296368004,98.6097830825973
2022-05-21,94.82823841549293,95.76196409206712,99.8034715888379,97.98652284347597
2022-05-22,97.12538406715547,94.99955450052259,95.75519420033294,96.03054270138658
2022-05-23,93.51078146718153,94.35068192372567,95.80961834869602,99.26953250797985
2022-05-24,94.14090830754898,93.95610637405112,97.41808091615515,94.89941904573944
2022-05-25,94.60335585942693,95.42344743846388,94.55674384168049,97.08923081417964
2022-05-26,95.26273445250546,94.64996803947272,95.77233104687028,101.51784511993209
2022-05-27,95.62828853462612,95.13877944428194,94.91160423026453,99.81266130744861
2022-05-28,97.2354860532356,93.52887179419159,95.0664358787749,98.87909862061115
2022-05-29,98.18640987376915,94.17171837390967,97.05815365759987,97.89027520432553
2022-05-30,97.67608613551647,92.3471154976394,96.21511961822134,98.64853424134415
2022-05-31,99.1744150592047,90.66239876674393,97.90774739461857,101.34289770285608
2022-06-01,100.01429323606192,94.08362745373516,96.41212979524715,98.84042799693529
2022-06-02,96.47634712353246,96.91750969235447,97.6931879530854,98.75031582927751
2022-06-03,97.03584940048778,94.75530128128936,102.49139274730277,99.02527854308109
2022-06-04,97.26756090665741,96.14965704369412,103.49787714755234,99.48848715610143
2022-06-05,95.74926397403507,97.07551739201446,107.414287525479,102.18546095316168
2022-06-06,98.81934276430984,96.10240196972354,105.30981644898698,101.94882615710709
2022-06-07,98.94924061702204,98.22471111291664,101.76621562224338,105.08793311468327
2022-06-08,98.65633523362779,97.40575065963606,99.72660822366898,101.63084135635788
2022-06-09,100.30028636239068,97.56806364238449,97.17368503986715,99.01876862007747
2022-06-10,99.64676038976498,100.84444122311187,96.68861081254552,96.06178508824745
2022-06-11,99.17693973735456,100.31455699136498,91.49278407420942,95.97668420928852
2022-06-12,98.73870752558642,101.7314125639798,94.89440544617482,98.15835906777302
2022-06-13,98.22746083161891,99.50038997179396,99.79733329783367,98.29424642577507
2022-06-14,98.27447110330107,99.47228093827735,100.21265938232466,98.03010931698466
2022-06-15,97.16659939115745,98.40422926973154,100.16705606796488,96.98427554445205
2022-06-16,95.80073669917432,98.63337380612596,99.6762831345095,99.92094580799349
2022-06-17,90.74059963428776,100.80628054763949,102.18032120027867,95.79742773612952
2022-06-18,90.13683419873296,100.07757036086042,99.3243573233304,94.3263304632479
2022-06-19,88.15278574861529,103.60484524679225,101.20293529600903,96.74401825119345
2022-06-20,89.4427643626123,101.28606153519006,100.16151607167309,97.71024828450577
2022-06-21,87.27444312285046,102.75065480495577,99.70012125028647,96.99731365080527
2022-06-22,88.532870717627,103.68417185913694,99.00029386454827,99.26575064476839
2022-06-23,86.63638449537115,104.9821641600002,100.19443789992725,98.67105660173897
2022-06-24,87.21881149050232,102.37626837565446,102.06612414338285,98.32590102964434
2022-06-25,86.3244296410325,104.54461662998588,100.64874475704062,95.57580168924372
2022-06-26,83.65419201561984,105.8326271140596,98.0914023644156,98.94923406443709
2022-06-27,80.18768040502155,109.44460232429265,98.52500063051434,98.7776301443787
2022-06-28,79.32980198950992,110.34015711092802,98.47054644903768,100.97701657519609
2022-06-29,79.52690108490955,110.69391154182526,97.77413869368266,100.88220799470378
2022-06-30,80.03237688169531,106.92994574856647,95.15734015250608,102.4020268948666
2022-07-01,80.32187869987789,106.55786517421954,95.21145410131764,103.13436872305776
2022-07-02,79.47085284423999,104.92048694737683,95.60343062247178,101.13691842089936
2022-07-03,80.13563090826166,101.36875302826122,97.59036750005203,102.11308686507815
2022-07-04,80.56200012025366,103.3813099719603,100.86057083549298,104.20511865370179
2022-07-05,77.61202231935947,100.75629937333301,99.62035178135994,104.28033609709291
2022-07-06,78.43107599283267,99.31398541507899,100.01239126728166,102.72576044295609
2022-07-07,77.48752222248262,96.53982581903513,98.18569845271497,99.96924901522519
2022-07-08,75.99065971939896,98.59350169460245,96.3409877322016,105.25238802788705
2022-07-09,76.7556089061294,98.97769320843607,94.70635520234248,106.74762424883899
2022-07-10,75.88729139066498,99.2390137471255,99.57442198596912,106.563890452065
2022-07-11,77.6467736449303,97.86321085148047,99.52465769601838,110.3592713291216
2022-07-12,76.68866361528181,101.43022420142506,100.95333800975561,109.1398747126968
2022-07-13,77.67397143536745,103.42343856374,102.2290045032285,105.73422010364686
2022-07-14,76.55991358516223,102.93213868350593,102.09726519695595,107.0678925511599
2022-07-15,76.8473210333882,100.20372809682291,102.8940278664247,108.3967887090565
2022-07-16,77.72305842286649,102.38973400155753,104.63071886016965,109.41394098734895
2022-07-17,77.62953316073141,99.00890498496422,105.55067026600706,109.89030234248771
2022-07-18,78.06670983431978,96.50051719729959,103.28965555134941,112.22690611226834
2022-07-19,78.02056436191506,97.83512069607461,103.36881338878547,112.31614028295984
2022-07-20,79.50027711626531,96.84494175481943,103.5882049645512,111.3001839875056
2022-07-21,78.82532576195175,96.26547561737972,104.06913137885493,110.2567478308049
2022-07-22,80.82079854062214,94.56233276372437,103.70099381138648,109.30913285226089
2022-07-23,83.17588086201202,94.95297879393284,105.86180009418378,106.08328835530429
2022-07-24,83.63675886014663,96.66143127111687,106.05718707867516,108.36509825027487
2022-07-25,82.78819962467499,99.40535437190356,110.95469188352094,107.60039054490429
2022-07-26,82.06711023109946,102.31471942250812,114.4821016366445,106.49671176057305
2022-07-27,81.39385329642047,101.75856810252972,111.42668765597851,104.56134287186482
2022-07-28,79.7755143419203,100.21632019979813,111.37167655124512,105.07205127952706
2022-07-29,82.26530893082156,98.23533609944928,113.58646360226096,104.64338075350877
2022-07-30,82.20037904549929,99.58080555905808,111.05866041422856,105.46464240313527
2022-07-31,82.49046781346985,100.58149559154006,111.72316579083544,110.66468235657732
2022-08-01,81.45481651414762,99.53344253288564,110.35312577709875,109.45738131408432
2022-08-02,80.4327424473858,101.92028739278511,113.51033808116071,108.22982489617638
2022-08-03,79.10985616715251,102.90160763003031,112.27937965972612,109.62151285729358
2022-08-04,79.44674235823695,99.80273782777687,115.77689401616887,113.58077370849237
2022-08-05,78.4889504024495,99.0488248325082,116.46198153586906,114.36324708280978
2022-08-06,79.5384171676427,103.05080254223031,116.07312143735153,112.56020243177278
2022-08-07,77.36014748777282,101.56495415837396,116.01943303873436,116.62263040012097
2022-08-08,76.57476978857486,102.03984741019366,116.00452942351782,119.41782591618752
2022-08-09,80.46007011818371,100.97686000800317,114.89218648518982,121.93553791829734
2022-08-10,81.57346287357386,104.72654952213678,116.25694064173544,121.0837155386828
2022-08-11,82.55341276420009,107.06970884078693,118.18792699460508,122.33638477144567
2022-08-12,84.3310761654485,109.59504555091178,121.4786546985576,123.9480684966641
2022-08-13,84.06607742948509,109.93854642297399,124.43425215216098,121.94770614026555
2022-08-14,84.70274902356887,109.0956721866784,124.53067581349421,125.09018112260782
2022-08-15,85.04342190131614,109.21881184981821,121.16870586374972,126.98217903358709
2022-08-16,86.15831425664452,113.96601782434676,120.44707779647679,127.56413919224762
2022-08-17,86.60527547532847,117.58433239988359,120.24160584397472,128.3015148351061
2022-08-18,87.67553742411337,118.04669544968493,119.19205627081779,128.82521594013687
2022-08-19,89.57569734488912,115.64677001029449,119.53287325973649,127.04711667995043
2022-08-20,91.73455518727013,112.14686645109211,118.2205891477482,128.03099972537413
2022-08-21,94.6251551074435,112.0218221094288,116.93151296277333,132.87353433013786
2022-08-22,91.90370933997256,107.11794147933773,117.98393037277029,131.56591465270176
2022-08-23,90.0449884019601,108.65691875700007,118.5828184876131,130.1079574158539
2022-08-24,87.75729750505451,110.57462064150916,120.1485888166367,129.87590762611129
2022-08-25,91.01596640947542,108.23025122382202,116.50682460458273,128.10463903624336
2022-08-26,90.95118849609024,108.77863106872401,115.96801302788427,129.03225855387512
2022-08-27,88.69279877219279,111.94140153926911,115.80066845196812,131.94140909803883
2022-08-28,89.31848273555538,112.98638172976989,117.1434172239175,133.1492233453372
2022-08-29,90.48448686672204,116.01250170904851,117.62726913487572,135.06391918344295
2022-08-30,90.34018999907121,119.37713622776155,116.05955100160101,139.95577342897687
2022-08-31,90.28570049924735,115.9849749694704,116.38011772931871,138.07742235432298
2022-09-01,91.82171947315962,114.49428044638701,115.36485614313641,132.8869795675446
2022-09-02,91.00945293781373,108.96677291465117,111.73339468684227,134.93454110093631
2022-09-03,92.45795967954649,109.91578101963097,109.59487082471931,134.83276981023008
2022-09-04,92.46978960320281,107.39131298547169,112.91208465248972,137.2256801194994
2022-09-05,92.07963334784596,107.47053735907555,113.40524581444215,131.64955613665893
2022-09-06,91.64284921942799,106.0261671944924,111.1561475949091,130.93575147211982
2022-09-07,94.95608009574926,107.40629467501317,109.90857770259994,132.46136975755155
2022-09-08,97.63261745014606,109.4140054902156,110.06163720105657,130.77397939707473
2022-09-09,99.01553136709225,110.29694453373075,112.05417815664755,132.46141307508935
2022-09-10,101.11377486946805,109.13830775379758,115.02897917894086,133.01139181491703
2022-09-11,105.33074683784287,107.6557995715318,119.04570785817046,133.56448186855096
2022-09-12,103.97952609072392,106.63546840411699,118.30679755845304,134.7242648620738
2022-09-13,105.08760572132894,105.43326012492913,118.27283264163995,140.52352569904212
2022-09-14,108.73949075299556,106.37440731622223,118.38638278843203,140.8889749086776
2022-09-15,110.09551128959647,104.2197031390771,117.8006625193865,136.21545070930816
2022-09-16,110.99658386789156,105.5895584538776,116.68582894430509,140.53072012689077
2022-09-17,108.2976671603487,102.51822242532229,117.2329730402285,143.50181584111078
2022-09-18,111.96663550681274,101.59784609124178,119.7855588561298,143.41999549830672
2022-09-19,111.60245887449412,103.41372458697538,121.37229317880885,138.92695637624144
2022-09-20,114.92049003940532,106.28881507594616,119.87804804525774,140.05449737198512
2022-09-21,116.0789579594506,106.8642069527775,118.58263350142211,138.20123080706264
2022-09-22,116.04284795239633,109.39203492644127,119.89558078619416,137.2044839162433
2022-09-23,117.85705884488334,103.18175585651812,122.67419851901884,132.45799418944202
2022-09-24,117.02630578947743,100.89180209354527,119.52225311129298,135.55970154543056
2022-09-25,115.95504417457872,101.6111684751684,119.43399649581671,136.88016372900665
2022-09-26,116.15639289884294,99.02416392797632,121.83764585157087,135.55583012284455
2022-09-27,112.56348540542373,98.1960938431711,125.51899417833279,137.8879915696828
2022-09-28,111.80108811364504,97.52981821576567,124.7366718147424,143.64274133698862
2022-09-29,112.67746431424106,98.3881618529239,127.33190173073994,144.35747647333847
2022-09-30,112.11623556427197,98.02146947066308,127.1750256205359,144.27888180600806
2022-10-01,113.77024051774336,98.14291000575295,129.0639310374705,144.07482362394384
2022-10-02,113.97192145615531,94.24035398864473,131.45504085998851,145.1020439097233
2022-10-03,116.269618437514,88.80031941779266,136.97187951111886,144.72596951142697
2022-10-04,118.86983222642311,86.97119991181216,138.67792975685683,141.70578293175458
2022-10-05,117.41065995874918,90.317906222087,138.17679653122963,142.3503539989216
2022-10-06,119.47724662012047,91.23134880880937,138.62011993954536,143.41787062765874
2022-10-07,125.24421160160759,91.14446226716883,139.2053714430404,146.46020652660428
2022-10-08,128.038474921497,93.32651593752495,141.01150607351838,143.141403856321
2022-10-09,132.24692426217163,91.20549280888312,141.8932100296254,141.01067005575842
2022-10-10,132.10373166574038,91.8234326604202,142.83355680895977,142.22877875507254
2022-10-11,136.39369802154764,92.67469887483747,142.16464830758014,144.99964332200534
2022-10-12,139.66570233459055,90.41787012252809,143.89166465382425,147.06203920151358
2022-10-13,138.86244716133916,92.92372329600632,143.48860802258065,147.46080219581827
2022-10-14,138.40955610967674,92.97126130279904,140.37124601961665,143.2432731892544
2022-10-15,142.85113278121065,91.41499425850212,137.61606068107065,137.10274887737273
2022-10-16,141.05417481854076,89.01427233999723,142.16293705153814,139.89914340339266
2022-10-17,139.14105607170168,93.04205387857081,144.9827829414796,139.01825058600542
2022-10-18,132.2134852685329,97.32374233478053,140.98249783146304,134.47124512975557
2022-10-19,134.9438799805575,102.09212377435195,144.91385912370558,136.01473060905084
2022-10-20,136.57603792654552,103.85508233626597,147.14242731043657,136.80685707078806
2022-10-21,136.8879806126372,103.74584106369944,144.9530522016595,136.06625293971732
2022-10-22,132.28044941756752,103.56254368607796,142.11605684488094,133.09024092674824
2022-10-23,132.78283509069453,106.46644214662882,144.75463075585438,128.93649290069735
2022-10-24,130.18127906452605,108.49094666024139,141.93918968452718,128.38301198828043
2022-10-25,131.63944503640184,106.4115127175464,142.26671580156318,124.98336436854298
2022-10-26,130.0824988671574,107.11336460712693,137.7625694094831,126.10940133480956
2022-10-27,130.05742468779815,108.31836843863351,138.40706165208192,129.57524187428876
2022-10-28,130.4091636991797,107.40978196005733,138.77327982525404,131.00911639310792
2022-10-29,130.5626815501087,107.51846281048132,136.8526807026789,129.29839694709594
2022-10-30,126.92623597756895,111.30220254297198,133.47553087500336,127.53242600025891
2022-10-31,125.12792662241175,113.31660406874684,132.71485468334953,130.7404839564724
2022-11-01,123.46750249951084,113.9715608099247,130.52413839861555,136.37578875574167
2022-11-02,120.5595997846119,114.70057012040296,132.20470685270774,137.53170747952004
2022-11-03,120.13694758458233,114.42570006896997,132.34698945027398,137.15486509527847
2022-11-04,122.4769248727445,119.50739804849677,130.89781166038313,133.42479321087194
2022-11-05,122.2851699816485,125.69718654139605,128.82000637802838,137.82545458581092
2022-11-06,126.41278560019857,124.33063628900247,130.31169845709672,142.34170977330186
2022-11-07,125.47953628058784,123.84927690211084,128.82176423965367,139.48133395424074
2022-11-08,123.87521128239834,120.84236441729361,128.9353424427528,137.36129235348926
2022-11-09,124.47919190901335,117.10617071670069,129.81437263220351,139.67865691957323
2022-11-10,119.54051571404531,118.00567860136948,133.02771710788858,136.3273719940449
2022-11-11,123.56322713102112,119.01821218803204,131.17860029719938,136.20258043253156
2022-11-12,124.96771327855298,119.2229363465208,132.61830115707568,133.7218585663481
2022-11-13,125.4159995191839,115.87583706425697,132.34981259129793,131.33115874228142
2022-11-14,123.59613826056406,118.76367885900831,135.26497635260895,132.95740127908658
2022-11-15,120.92074469849115,118.03587496462352,138.57382198190123,133.36083901043952
2022-11-16,126.55402995094676,118.98799444585863,139.13379634790306,132.5630305578819
2022-11-17,126.91734355020681,118.64895044385963,141.1320600754641,135.1260103331142
2022-11-18,124.94761313119427,115.51369237923022,135.97733754692513,136.52589236097117
2022-11-19,122.21534217681867,110.56302828409703,137.0612906958709,143.360377214903
2022-11-20,122.22494607463057,112.43926247398687,137.31301570399697,143.10551213066333
2022-11-21,124.49607253527833,111.80898521321079,138.07480720756342,144.0548678192293
2022-11-22,122.85747899824793,114.0497319780576,137.61927147550892,141.90630341167784
2022-11-23,124.20033543082367,112.02314127417053,137.72436073673356,141.90880381026815
2022-11-24,126.92254736829234,113.10908964651556,137.6829691709937,144.25815031734746
2022-11-25,130.47690554760416,114.39357978338292,137.7390133536026,140.50214057944868
2022-11-26,127.72354623242272,113.71814356795049,136.0874889692253,140.0048436416369
2022-11-27,127.8938015277024,114.94560073040093,135.92282643338993,141.39509634187095
2022-11-28,128.08429784823474,110.42716602669964,133.39646856474127,141.01590988468087
2022-11-29,125.01105667285431,111.77422004933453,137.507082964198,144.4814092956545
2022-11-30,124.5024045075034,115.12906991841561,137.94344094822216,143.53625245429504
2022-12-01,122.99990285756182,114.45563465872144,136.90010071549358,144.0541778231298
2022-12-02,123.41951451954503,114.48549846905003,138.12381832453102,147.5133400625448
2022-12-03,125.78806863057281,111.10840988687049,131.09629631114836,150.29933574643425
2022-12-04,122.37448561378,110.63116504081027,128.05456589077434,144.91266635765663
2022-12-05,123.72418496776464,112.33301567043894,126.60368102202098,137.4321519469247
2022-12-06,122.39725682169411,113.23573278314554,122.88428878796825,137.9636293444354
2022-12-07,122.38425860223587,114.5703098787497,123.20275661623737,135.306259616577
2022-12-08,125.33756577587177,114.22996829459254,123.1601172768454,132.80778093325648
2022-12-09,124.25143492270709,112.23139456884621,122.75874815984602,137.38090658648997
2022-12-10,120.86707149806519,108.6319959296367,126.39528046413851,136.83324123706444
2022-12-11,119.27386766154451,110.91306076419104,124.8896206002617,141.85778443801166
2022-12-12,120.91489924832597,109.85292842315977,130.3031066098329,140.1676484553334
2022-12-13,122.73368997095872,110.53246233710394,133.72158591137392,144.57314903466195
2022-12-14,122.83679645513736,108.88902618200855,134.97849431713362,142.64247476138385
2022-12-15,127.80772460462433,109.2081479720657,134.01927895724288,143.19786837370134
2022-12-16,124.38982323314805,107.10782620787198,137.2636549408935,141.3451907374644
2022-12-17,121.81019975626172,108.27884196814695,140.5461893908346,143.4058716321576
2022-12-18,124.26113714770834,106.66159982059091,136.57769720379662,147.74055402587138
2022-12-19,123.48405810095464,106.14784712409661,140.23304668990372,149.41365673176992
2022-12-20,124.63465235527964,110.76528345211887,138.45624285830766,152.2161791910981
2022-12-21,124.80169550577543,111.38245050683607,142.7164540198519,153.79263879651685
2022-12-22,126.1702611118667,113.79389690525998,141.70330212175136,151.2421119394039
2022-12-23,123.5590181876548,109.34146810443241,147.55906958535238,147.9353290989725
2022-12-24,123.03697238127795,108.75799294603956,148.49579432552974,150.3784432246979
